Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Direction (deg.),Wind Speed Maximum (mph),"Intermittent/Shot Snow ("")"
2018-12-31 23:00,12.62,21.3,46.79,0.0,0.004,2.499,0.012,
2018-12-31 22:00,12.63,20.68,51.15,0.0,0.004,3.348,0.012,
2018-12-31 21:00,12.64,20.56,53.12,0.0,0.001,8.68,0.006,
2018-12-31 20:00,12.65,19.7,62.92,0.0,0.008,352.7,0.019,
2018-12-31 19:00,12.67,19.93,80.0,0.006,0.006,339.6,0.012,
2018-12-31 18:00,12.69,20.91,89.2,0.006,0.007,327.7,0.019,
2018-12-31 17:00,12.72,21.76,89.7,0.006,0.007,327.7,0.012,
2018-12-31 16:00,12.95,20.77,86.2,0.0,0.007,339.4,0.019,
2018-12-31 15:00,13.56,22.73,85.3,0.0,0.006,72.21,0.012,
2018-12-31 14:00,13.57,22.11,80.3,0.006,0.006,123.2,0.006,
2018-12-31 13:00,13.57,23.46,90.5,0.006,0.006,166.8,0.019,
2018-12-31 12:00,13.54,20.15,83.7,0.006,0.006,112.9,0.006,
2018-12-31 11:00,13.52,19.66,83.6,0.006,0.006,121.2,0.012,
2018-12-31 10:00,13.51,19.17,82.8,0.006,0.006,119.0,0.012,
2018-12-31 09:00,12.93,19.43,89.5,0.006,0.006,107.6,0.012,
2018-12-31 08:00,12.47,18.2,89.9,0.0,0.007,102.0,0.012,
2018-12-31 07:00,12.36,18.2,89.0,0.006,0.007,111.7,0.019,
2018-12-31 06:00,12.35,17.83,90.8,0.006,0.007,119.3,0.019,
2018-12-31 05:00,12.35,17.83,91.3,0.006,0.007,111.1,0.019,
2018-12-31 04:00,12.36,18.44,91.5,0.006,0.007,106.0,0.012,
2018-12-31 03:00,12.36,18.93,92.2,0.006,0.007,122.6,0.012,
2018-12-31 02:00,12.37,18.93,92.5,0.006,0.007,134.4,0.012,
2018-12-31 01:00,12.38,19.05,92.3,0.006,0.007,100.1,0.012,
2018-12-31 00:00,12.38,18.93,92.4,0.006,0.007,54.27,0.012,
2018-12-30 23:00,12.39,18.81,92.2,0.0,0.007,45.02,0.019,
2018-12-30 22:00,12.39,19.91,92.3,0.006,0.007,270.8,0.012,
2018-12-30 21:00,12.4,20.77,94.0,0.0,0.007,330.6,0.012,
2018-12-30 20:00,12.42,19.91,92.8,0.0,0.009,335.3,0.019,
2018-12-30 19:00,12.43,20.64,93.4,0.006,2.445,339.1,6.073,
2018-12-30 18:00,12.45,20.89,93.7,1.049,5.091,338.4,9.92,
2018-12-30 17:00,12.47,21.13,93.8,0.534,4.811,340.7,9.12,
2018-12-30 16:00,12.51,22.35,94.3,0.0,4.57,291.1,10.42,
2018-12-30 15:00,12.9,21.38,94.5,6.806,11.97,275.0,15.8,
2018-12-30 14:00,12.66,22.85,94.0,4.496,8.58,263.4,13.09,
2018-12-30 13:00,12.74,21.87,94.4,3.329,9.21,282.0,13.41,
2018-12-30 12:00,12.8,22.12,94.7,6.179,9.79,273.7,12.92,
2018-12-30 11:00,12.6,23.83,95.0,5.428,9.23,256.7,14.23,
2018-12-30 10:00,12.53,22.49,95.0,3.695,8.98,263.7,16.34,
2018-12-30 09:00,12.43,22.0,94.3,4.962,12.46,276.3,18.29,
2018-12-30 08:00,12.35,21.75,94.6,7.533,12.32,279.9,18.93,
2018-12-30 07:00,12.36,22.24,94.7,5.39,13.28,276.5,22.32,
2018-12-30 06:00,12.36,23.34,95.5,5.695,9.75,264.7,12.91,
2018-12-30 05:00,12.36,22.97,95.7,5.539,13.68,273.2,20.46,
2018-12-30 04:00,12.36,23.09,95.3,5.918,13.23,290.9,22.72,
2018-12-30 03:00,12.36,23.22,95.4,4.409,12.38,293.0,19.64,
2018-12-30 02:00,12.36,23.34,95.4,6.179,12.84,304.0,22.35,
2018-12-30 01:00,12.36,23.22,94.2,2.198,7.627,325.6,14.6,
2018-12-30 00:00,12.36,23.83,96.9,0.006,6.58,327.8,12.99,
2018-12-29 23:00,12.36,24.81,99.0,0.0,0.01,339.4,0.025,
2018-12-29 22:00,12.36,26.16,99.9,0.0,0.007,304.1,0.019,
2018-12-29 21:00,12.37,27.63,100.0,0.006,6.164,299.2,17.3,
2018-12-29 20:00,12.38,29.46,99.8,5.167,14.22,258.5,23.25,
2018-12-29 19:00,12.37,30.32,100.0,10.47,22.0,257.2,33.87,
2018-12-29 18:00,12.38,31.3,99.9,15.33,24.41,261.5,37.57,
2018-12-29 17:00,12.38,31.79,99.9,15.1,24.91,256.4,34.38,
2018-12-29 16:00,12.38,31.79,100.0,8.89,23.73,260.0,39.95,
2018-12-29 15:00,12.4,31.79,99.9,10.28,23.03,254.0,33.72,
2018-12-29 14:00,12.4,31.18,100.0,13.0,21.0,249.3,29.52,
2018-12-29 13:00,12.42,31.55,100.0,9.99,17.67,253.7,27.18,
2018-12-29 12:00,12.45,32.4,99.9,7.595,19.68,266.4,33.79,
2018-12-29 11:00,12.52,32.53,99.9,8.47,24.78,266.6,39.63,
2018-12-29 10:00,12.49,32.4,99.9,15.91,24.11,256.2,36.12,
2018-12-29 09:00,12.39,32.28,100.0,17.09,25.8,261.4,38.56,
2018-12-29 08:00,12.38,32.53,100.0,13.78,23.51,254.6,33.36,
2018-12-29 07:00,12.38,32.89,100.0,6.452,18.91,252.0,29.74,
2018-12-29 06:00,12.38,32.77,99.8,9.07,20.51,261.5,31.05,
2018-12-29 05:00,12.39,33.14,100.0,11.85,17.94,247.5,26.43,
2018-12-29 04:00,12.39,33.14,100.0,11.88,20.09,254.1,28.55,
2018-12-29 03:00,12.39,32.65,99.9,12.71,19.27,254.5,31.55,
2018-12-29 02:00,12.39,32.04,100.0,11.71,18.53,253.4,25.87,
2018-12-29 01:00,12.39,32.04,99.9,10.37,17.73,258.6,23.03,
2018-12-29 00:00,12.39,31.79,100.0,10.38,17.21,256.9,22.59,
2018-12-28 23:00,12.39,31.79,100.0,7.676,15.73,261.6,22.03,
2018-12-28 22:00,12.39,30.93,99.9,9.24,13.78,256.0,18.09,
2018-12-28 21:00,12.39,30.32,100.0,11.71,14.97,255.8,19.31,
2018-12-28 20:00,12.39,29.71,100.0,9.5,14.36,248.9,18.33,
2018-12-28 19:00,12.4,28.97,100.0,11.69,16.07,251.7,21.19,
2018-12-28 18:00,12.39,28.24,99.9,8.79,15.17,257.3,20.59,
2018-12-28 17:00,12.39,26.89,100.0,8.93,12.12,256.5,17.76,
2018-12-28 16:00,12.4,27.14,98.6,9.31,12.52,252.5,17.72,
2018-12-28 15:00,12.39,26.89,96.9,10.12,12.78,260.6,16.42,
2018-12-28 14:00,12.39,27.87,96.4,6.148,10.18,250.8,14.5,
2018-12-28 13:00,12.4,27.5,94.6,5.092,6.614,252.3,8.61,
2018-12-28 12:00,12.4,27.5,95.9,4.44,5.733,251.2,7.409,
2018-12-28 11:00,12.41,27.02,95.8,3.571,4.924,248.7,7.247,
2018-12-28 10:00,12.4,27.4,93.8,3.192,4.174,248.4,6.489,
2018-12-28 09:00,12.4,26.19,95.1,2.987,4.065,257.4,5.272,
2018-12-28 08:00,12.4,25.21,94.9,3.645,4.928,261.1,6.297,
2018-12-28 07:00,12.4,24.83,94.4,4.9,6.129,268.0,7.005,
2018-12-28 06:00,12.41,24.59,94.6,4.285,5.259,264.0,6.589,
2018-12-28 05:00,12.41,22.99,94.0,0.019,4.405,288.4,6.986,
2018-12-28 04:00,12.42,23.59,92.1,0.006,2.038,334.6,5.03,
2018-12-28 03:00,12.41,23.1,92.8,0.006,1.992,331.4,5.229,
2018-12-28 02:00,12.42,23.22,90.4,0.012,3.177,328.0,6.632,
2018-12-28 01:00,12.42,23.22,92.9,0.0,2.72,315.5,5.272,
2018-12-28 00:00,12.42,22.6,92.3,1.695,4.035,296.8,6.123,
2018-12-27 23:00,12.42,21.62,90.5,0.006,1.979,313.6,4.763,
2018-12-27 22:00,12.42,20.89,91.0,0.006,3.209,334.8,4.788,
2018-12-27 21:00,12.43,20.77,90.3,0.006,1.725,345.1,4.422,
2018-12-27 20:00,12.43,19.91,92.2,1.621,4.106,355.7,5.875,
2018-12-27 19:00,12.43,20.15,91.7,2.347,5.379,3.107,7.166,
2018-12-27 18:00,12.43,21.01,91.3,0.031,2.105,333.4,4.558,
2018-12-27 17:00,12.44,21.25,91.9,0.031,1.45,348.3,3.068,
2018-12-27 16:00,12.44,22.23,91.7,0.025,1.965,340.9,4.223,
2018-12-27 15:00,12.44,23.82,93.7,0.0,0.38,329.1,1.633,
2018-12-27 14:00,12.44,22.96,91.9,0.0,0.144,311.8,1.447,
2018-12-27 13:00,12.46,23.33,91.7,0.006,0.22,295.5,2.459,
2018-12-27 12:00,12.45,23.94,92.8,0.006,0.155,292.9,2.167,
2018-12-27 11:00,12.44,22.84,92.1,0.0,0.318,310.7,2.484,
2018-12-27 10:00,12.44,22.36,92.8,0.0,1.461,327.0,4.757,
2018-12-27 09:00,12.43,21.75,93.2,0.155,2.408,342.1,6.365,
2018-12-27 08:00,12.43,21.26,92.2,0.857,3.282,4.357,7.582,
2018-12-27 07:00,12.43,21.38,92.4,0.019,3.324,333.2,7.148,
2018-12-27 06:00,12.43,21.5,93.0,1.0,4.554,340.4,10.53,
2018-12-27 05:00,12.44,21.38,92.8,0.23,5.228,329.3,10.58,
2018-12-27 04:00,12.44,21.99,92.6,0.012,3.185,340.1,9.48,
2018-12-27 03:00,12.44,22.36,92.8,0.006,4.514,307.4,9.28,
2018-12-27 02:00,12.44,23.09,93.6,0.056,5.552,293.0,9.74,
2018-12-27 01:00,12.44,22.85,94.1,2.857,6.432,295.6,9.34,
2018-12-27 00:00,12.44,22.85,93.8,0.019,4.637,312.3,8.71,
2018-12-26 23:00,12.44,22.6,93.9,3.434,7.665,299.8,11.1,
2018-12-26 22:00,12.45,22.85,94.0,0.323,7.4,291.3,10.95,
2018-12-26 21:00,12.45,22.6,94.3,3.285,5.944,295.9,8.14,
2018-12-26 20:00,12.45,24.2,93.4,4.366,5.846,269.1,8.2,
2018-12-26 19:00,12.45,24.69,94.3,3.794,5.327,262.6,7.62,
2018-12-26 18:00,12.45,23.95,93.7,1.627,4.694,258.7,8.41,
2018-12-26 17:00,12.46,23.94,93.8,2.248,5.136,276.9,7.415,
2018-12-26 16:00,12.46,23.94,93.6,2.919,5.046,251.4,7.117,
2018-12-26 15:00,12.46,23.45,91.2,0.894,4.893,251.0,7.377,
2018-12-26 14:00,12.47,23.45,93.2,1.944,4.936,255.3,9.51,
2018-12-26 13:00,12.47,21.86,91.9,0.025,0.887,257.7,4.372,
2018-12-26 12:00,12.48,20.89,92.1,0.012,0.038,257.8,0.068,
2018-12-26 11:00,12.46,19.42,91.7,0.006,0.783,257.7,3.416,
2018-12-26 10:00,12.46,18.94,91.1,0.012,2.437,257.8,6.719,
2018-12-26 09:00,12.45,18.58,91.4,0.037,3.43,257.8,7.135,
2018-12-26 08:00,12.46,18.58,91.8,0.161,3.474,257.8,6.626,
2018-12-26 07:00,12.46,18.33,91.8,1.925,3.149,257.8,4.366,
2018-12-26 06:00,12.47,18.32,92.0,0.062,3.265,257.9,5.123,
2018-12-26 05:00,12.46,18.93,91.8,0.006,2.773,258.0,6.477,
2018-12-26 04:00,12.46,19.91,91.5,0.006,2.649,258.0,7.011,
2018-12-26 03:00,12.47,21.38,92.2,0.006,1.682,258.1,3.322,
2018-12-26 02:00,12.48,21.38,92.7,0.193,2.3,258.0,4.161,
2018-12-26 01:00,12.48,21.01,92.6,0.006,2.384,258.1,4.85,
2018-12-26 00:00,12.48,21.62,93.2,0.006,1.362,258.2,3.322,
2018-12-25 23:00,12.48,21.75,92.2,0.006,0.395,258.3,3.136,
2018-12-25 22:00,12.48,21.99,93.0,0.006,0.008,258.2,0.025,
2018-12-25 21:00,12.48,21.87,92.6,0.006,0.681,258.2,2.614,
2018-12-25 20:00,12.48,20.77,92.5,0.006,1.061,258.2,4.713,
2018-12-25 19:00,12.48,21.5,91.8,0.006,0.903,258.3,4.788,
2018-12-25 18:00,12.48,21.62,91.7,0.006,0.105,258.2,2.652,
2018-12-25 17:00,12.49,21.38,93.1,0.006,0.065,258.2,1.056,
2018-12-25 16:00,12.49,23.71,91.1,0.006,0.008,258.3,0.025,
2018-12-25 15:00,12.5,26.03,93.7,0.006,0.17,258.2,2.571,
2018-12-25 14:00,12.53,25.18,93.9,0.068,4.014,258.3,6.974,
2018-12-25 13:00,12.56,25.05,94.7,0.41,3.764,257.9,6.036,
2018-12-25 12:00,12.66,23.22,93.4,0.006,1.683,257.8,7.396,
2018-12-25 11:00,12.63,23.71,94.9,0.0,4.109,357.8,7.011,
2018-12-25 10:00,12.59,22.97,85.4,1.956,6.045,333.2,12.53,
2018-12-25 09:00,12.54,21.87,91.3,0.0,2.492,20.63,12.81,
2018-12-25 08:00,12.48,21.75,94.4,0.0,0.005,344.1,0.012,
2018-12-25 07:00,12.48,22.85,93.2,0.0,0.007,43.04,0.019,
2018-12-25 06:00,12.48,23.22,93.0,0.0,0.007,52.32,0.019,
2018-12-25 05:00,12.48,23.22,88.3,0.006,0.008,78.1,0.019,
2018-12-25 04:00,12.49,23.46,93.6,0.0,0.008,82.3,0.019,
2018-12-25 03:00,12.49,23.34,92.8,0.006,0.007,251.8,0.012,
2018-12-25 02:00,12.49,23.34,92.3,0.006,0.007,226.5,0.012,
2018-12-25 01:00,12.49,23.95,92.9,0.006,0.007,201.5,0.019,
2018-12-25 00:00,12.5,24.81,94.5,0.006,0.007,124.8,0.012,
2018-12-24 23:00,12.5,23.83,93.9,0.006,0.006,109.9,0.019,
2018-12-24 22:00,12.5,23.95,93.9,0.006,0.006,111.4,0.012,
2018-12-24 21:00,12.5,23.95,93.7,0.006,0.007,117.4,0.012,
2018-12-24 20:00,12.5,24.2,93.8,0.006,0.006,103.5,0.012,
2018-12-24 19:00,12.52,24.32,94.1,0.006,0.007,116.9,0.012,
2018-12-24 18:00,12.53,24.81,94.4,0.006,0.006,101.6,0.012,
2018-12-24 17:00,12.54,24.81,94.5,0.006,0.007,105.4,0.019,
2018-12-24 16:00,12.58,25.67,94.7,0.006,0.007,99.8,0.019,
2018-12-24 15:00,12.66,26.16,95.1,0.006,0.008,107.9,0.019,
2018-12-24 14:00,12.69,26.28,94.7,0.006,0.007,108.8,0.019,
2018-12-24 13:00,12.69,26.4,95.6,0.006,0.007,107.8,0.012,
2018-12-24 12:00,12.65,26.77,95.1,0.006,0.006,104.4,0.006,
2018-12-24 11:00,12.62,27.01,95.8,0.006,0.007,102.3,0.012,
2018-12-24 10:00,12.58,26.89,95.8,0.006,0.006,278.6,0.012,
2018-12-24 09:00,12.54,26.16,100.0,0.006,0.007,278.7,0.019,
2018-12-24 08:00,12.5,25.54,94.1,0.006,0.008,278.6,0.025,
2018-12-24 07:00,12.5,24.93,94.9,0.006,0.007,278.5,0.012,
2018-12-24 06:00,12.5,26.28,94.6,0.006,0.007,278.4,0.012,
2018-12-24 05:00,12.51,26.16,94.9,0.006,0.008,278.4,0.019,
2018-12-24 04:00,12.51,26.77,95.9,0.006,0.009,278.5,0.031,
2018-12-24 03:00,12.51,27.87,100.0,0.006,0.014,278.4,0.037,
2018-12-24 02:00,12.51,28.61,99.9,0.006,0.021,278.4,0.062,
2018-12-24 01:00,12.51,27.75,97.1,0.006,0.023,289.3,0.043,
2018-12-24 00:00,12.51,27.99,100.0,0.006,0.018,295.9,0.043,
2018-12-23 23:00,12.51,27.99,100.0,0.006,0.014,290.2,0.037,
2018-12-23 22:00,12.51,27.99,99.9,0.006,0.011,275.6,0.025,
2018-12-23 21:00,12.51,28.24,99.9,0.006,0.008,281.6,0.019,
2018-12-23 20:00,12.52,27.5,99.9,0.006,0.006,288.5,0.006,
2018-12-23 19:00,12.51,27.63,99.9,0.006,0.006,284.8,0.012,
2018-12-23 18:00,12.51,27.13,100.0,0.006,0.008,270.8,0.019,
2018-12-23 17:00,12.52,27.37,99.0,0.006,0.006,268.5,0.012,
2018-12-23 16:00,12.51,26.88,100.0,0.006,0.006,270.8,0.006,
2018-12-23 15:00,12.51,27.12,97.0,0.006,0.006,268.2,0.006,
2018-12-23 14:00,12.53,26.76,100.0,0.0,0.007,271.1,0.012,
2018-12-23 13:00,12.53,27.13,99.8,0.006,0.007,265.5,0.025,
2018-12-23 12:00,12.52,26.65,99.9,0.006,0.007,267.6,0.012,
2018-12-23 11:00,12.51,25.79,97.0,0.006,2.043,261.9,7.471,
2018-12-23 10:00,12.51,25.18,95.2,0.012,5.416,248.1,9.28,
2018-12-23 09:00,12.51,25.05,95.2,3.447,6.522,251.3,9.16,
2018-12-23 08:00,12.51,23.59,95.2,4.086,6.78,248.6,10.13,
2018-12-23 07:00,12.51,20.29,93.9,5.931,8.17,241.2,12.04,
2018-12-23 06:00,12.51,19.06,92.2,4.707,9.17,237.8,12.84,
2018-12-23 05:00,12.51,19.43,92.2,7.533,9.83,228.7,12.38,
2018-12-23 04:00,12.51,19.55,92.6,4.987,7.25,190.3,12.07,
2018-12-23 03:00,12.52,19.8,92.6,3.391,4.676,145.1,6.154,
2018-12-23 02:00,12.52,20.16,92.7,4.043,4.889,138.1,5.825,
2018-12-23 01:00,12.52,20.41,93.5,3.912,5.576,131.2,7.576,
2018-12-23 00:00,12.52,19.55,92.4,4.757,6.867,135.7,8.82,
2018-12-22 23:00,12.52,19.55,92.4,5.341,6.813,137.6,7.943,
2018-12-22 22:00,12.52,19.55,92.4,5.546,7.492,140.7,9.43,
2018-12-22 21:00,12.52,19.92,92.9,6.477,8.19,141.4,9.81,
2018-12-22 20:00,12.52,19.92,92.8,6.67,8.56,139.4,10.4,
2018-12-22 19:00,12.53,20.16,93.2,5.732,8.51,137.6,11.72,
2018-12-22 18:00,12.53,20.28,93.0,5.365,7.113,137.2,9.22,
2018-12-22 17:00,12.53,20.52,92.8,5.825,8.2,127.4,10.03,
2018-12-22 16:00,12.53,20.77,93.0,5.738,8.71,125.1,12.72,
2018-12-22 15:00,12.53,20.89,93.5,7.433,9.94,118.8,11.99,
2018-12-22 14:00,12.55,20.89,93.4,6.098,9.23,124.1,11.99,
2018-12-22 13:00,12.55,20.89,93.2,5.856,9.38,120.9,12.0,
2018-12-22 12:00,12.56,20.89,92.6,7.309,10.38,120.4,12.43,
2018-12-22 11:00,12.56,20.77,93.2,7.166,8.65,130.3,10.97,
2018-12-22 10:00,12.57,21.38,92.8,6.781,8.91,128.6,10.23,
2018-12-22 09:00,12.56,21.39,93.3,7.03,9.26,128.2,11.82,
2018-12-22 08:00,12.53,21.88,93.7,6.533,8.99,124.1,11.02,
2018-12-22 07:00,12.53,21.39,93.5,5.552,7.484,139.6,8.86,
2018-12-22 06:00,12.53,21.51,93.3,4.937,6.487,147.9,7.688,
2018-12-22 05:00,12.54,21.88,93.6,3.813,4.752,143.3,5.477,
2018-12-22 04:00,12.54,21.51,93.6,2.826,3.83,172.1,4.72,
2018-12-22 03:00,12.54,21.39,93.2,1.764,3.577,236.0,5.105,
2018-12-22 02:00,12.54,21.27,93.1,2.099,3.443,244.2,4.639,
2018-12-22 01:00,12.54,21.14,93.1,0.006,0.197,240.0,2.13,
2018-12-22 00:00,12.54,20.16,92.4,0.006,2.334,255.4,4.862,
2018-12-21 23:00,12.55,20.65,93.2,1.285,3.194,244.3,4.751,
2018-12-21 22:00,12.56,20.29,92.4,2.105,3.69,249.9,5.738,
2018-12-21 21:00,12.55,20.9,92.6,1.49,3.119,255.5,5.887,
2018-12-21 20:00,12.55,20.65,93.0,1.472,4.471,249.4,7.048,
2018-12-21 19:00,12.55,20.89,93.2,3.093,5.664,254.3,8.48,
2018-12-21 18:00,12.55,19.91,92.7,3.397,5.751,250.2,8.25,
2018-12-21 17:00,12.55,19.54,92.5,3.173,5.427,262.0,7.887,
2018-12-21 16:00,12.56,19.66,92.5,0.795,3.955,281.5,5.962,
2018-12-21 15:00,12.59,19.42,91.7,0.627,3.089,305.1,6.545,
2018-12-21 14:00,12.62,19.17,92.0,0.789,4.586,298.6,8.59,
2018-12-21 13:00,12.62,18.68,91.7,0.497,5.984,323.4,12.71,
2018-12-21 12:00,12.59,19.18,92.0,0.279,5.271,328.6,11.08,
2018-12-21 11:00,12.57,18.09,92.0,4.757,11.38,288.7,18.28,
2018-12-21 10:00,12.56,17.97,91.6,2.875,11.26,293.3,21.6,
2018-12-21 09:00,12.55,18.21,91.5,1.422,9.58,297.0,20.1,
2018-12-21 08:00,12.56,18.58,92.3,0.385,8.23,288.4,13.09,
2018-12-21 07:00,12.55,18.95,92.6,2.397,8.92,281.5,14.02,
2018-12-21 06:00,12.56,18.95,92.5,4.484,10.69,293.4,16.94,
2018-12-21 05:00,12.57,19.19,92.8,5.396,11.39,290.1,16.41,
2018-12-21 04:00,12.57,18.95,92.7,5.036,13.09,284.4,19.51,
2018-12-21 03:00,12.57,19.31,92.9,8.66,14.14,266.4,22.69,
2018-12-21 02:00,12.57,19.8,92.8,6.924,16.78,263.7,24.95,
2018-12-21 01:00,12.57,20.05,93.2,7.955,17.18,258.8,31.99,
2018-12-21 00:00,12.57,20.05,93.5,6.595,20.17,258.6,28.96,
2018-12-20 23:00,12.58,19.68,93.3,8.84,19.43,263.7,28.01,
2018-12-20 22:00,12.58,19.92,93.1,8.43,20.63,256.1,34.48,
2018-12-20 21:00,12.58,21.39,94.0,10.17,21.79,257.5,32.77,
2018-12-20 20:00,12.58,24.08,95.4,8.56,18.49,253.2,33.03,
2018-12-20 19:00,12.58,24.33,97.3,11.05,17.83,255.2,27.81,
2018-12-20 18:00,12.59,25.05,98.5,6.868,19.15,251.0,37.33,
2018-12-20 17:00,12.59,25.18,99.9,8.44,21.07,254.0,28.22,
2018-12-20 16:00,12.6,27.14,99.9,4.08,15.34,244.0,31.93,
2018-12-20 15:00,12.59,27.5,100.0,5.043,18.14,253.9,27.38,
2018-12-20 14:00,12.59,30.08,100.0,1.584,14.06,236.8,34.29,
2018-12-20 13:00,12.59,31.67,100.0,8.16,19.65,243.0,32.48,
2018-12-20 12:00,12.59,31.55,99.9,7.781,16.86,223.2,27.84,
2018-12-20 11:00,12.6,29.95,100.0,9.61,17.37,170.3,24.47,
2018-12-20 10:00,12.59,29.71,99.9,0.006,3.845,133.1,18.52,
2018-12-20 09:00,12.59,30.2,100.0,0.006,0.007,118.8,0.012,
2018-12-20 08:00,12.59,29.46,99.9,0.006,0.007,117.6,0.019,
2018-12-20 07:00,12.59,29.83,100.0,0.006,0.007,115.0,0.019,
2018-12-20 06:00,12.59,28.85,99.9,0.006,0.007,113.2,0.012,
2018-12-20 05:00,12.6,29.1,100.0,0.006,0.008,109.3,0.025,
2018-12-20 04:00,12.6,28.85,100.0,0.006,0.009,104.4,0.019,
2018-12-20 03:00,12.59,28.97,99.8,0.006,0.01,100.8,0.025,
2018-12-20 02:00,12.6,27.75,99.9,0.006,0.008,99.9,0.025,
2018-12-20 01:00,12.6,27.75,99.8,0.006,0.007,98.6,0.019,
2018-12-20 00:00,12.6,28.36,99.9,0.006,0.008,93.8,0.025,
2018-12-19 23:00,12.61,27.63,100.0,0.006,0.009,91.8,0.025,
2018-12-19 22:00,12.6,27.75,99.9,0.006,0.008,91.2,0.019,
2018-12-19 21:00,12.61,26.28,99.9,0.006,0.008,90.7,0.012,
2018-12-19 20:00,12.6,26.03,100.0,0.006,0.011,89.9,0.031,
2018-12-19 19:00,12.61,26.16,100.0,0.006,0.017,89.6,0.05,
2018-12-19 18:00,12.61,26.65,99.9,0.006,0.013,89.4,0.031,
2018-12-19 17:00,12.61,26.65,100.0,0.006,0.012,89.2,0.031,
2018-12-19 16:00,12.62,27.38,100.0,0.006,0.007,89.0,0.019,
2018-12-19 15:00,12.62,28.48,100.0,0.006,0.009,89.0,0.025,
2018-12-19 14:00,12.64,27.63,100.0,0.006,0.007,89.0,0.019,
2018-12-19 13:00,12.64,27.26,99.9,0.006,0.007,89.1,0.012,
2018-12-19 12:00,12.63,27.75,100.0,0.006,0.008,89.1,0.025,
2018-12-19 11:00,12.64,26.89,100.0,0.006,0.008,89.1,0.012,
2018-12-19 10:00,12.61,26.77,99.9,0.006,0.01,88.9,0.025,
2018-12-19 09:00,12.61,26.04,99.9,0.006,0.007,88.8,0.019,
2018-12-19 08:00,12.61,26.04,100.0,0.006,0.01,88.8,0.019,
2018-12-19 07:00,12.61,25.67,99.9,0.006,0.009,89.0,0.019,
2018-12-19 06:00,12.61,25.8,100.0,0.006,0.008,89.6,0.019,
2018-12-19 05:00,12.61,25.92,99.9,0.006,0.012,90.4,0.025,
2018-12-19 04:00,12.61,26.16,99.9,0.006,0.014,91.1,0.031,
2018-12-19 03:00,12.6,26.29,100.0,0.006,0.011,92.5,0.031,
2018-12-19 02:00,12.61,26.41,100.0,0.006,0.011,91.9,0.031,
2018-12-19 01:00,12.61,26.04,99.9,0.006,0.011,92.4,0.043,
2018-12-19 00:00,12.61,25.55,100.0,0.006,0.011,93.2,0.031,
2018-12-18 23:00,12.6,26.66,99.9,0.006,0.009,94.1,0.05,
2018-12-18 22:00,12.6,26.66,99.9,0.006,2.25,96.8,16.79,
2018-12-18 21:00,12.6,27.03,99.9,0.006,6.039,96.1,21.38,
2018-12-18 20:00,12.6,27.76,99.9,7.409,15.55,113.1,27.4,
2018-12-18 19:00,12.59,28.01,100.0,4.533,14.8,114.7,25.19,
2018-12-18 18:00,12.6,27.03,99.9,6.906,12.49,116.8,20.78,
2018-12-18 17:00,12.59,27.39,100.0,9.33,15.48,118.4,27.5,
2018-12-18 16:00,12.59,28.25,99.9,5.303,14.02,115.7,25.98,
2018-12-18 15:00,12.58,28.5,99.9,4.521,15.38,116.6,29.24,
2018-12-18 14:00,12.58,28.5,99.9,3.006,12.67,113.0,22.06,
2018-12-18 13:00,12.58,28.38,99.9,5.291,14.61,117.8,23.83,
2018-12-18 12:00,12.58,28.53,99.9,0.012,2.624,116.1,23.65,
2018-12-18 11:00,12.59,28.55,99.9,0.006,0.622,117.0,5.757,
2018-12-18 10:00,12.58,29.04,99.9,0.006,0.219,119.0,3.9,
2018-12-18 09:00,12.57,28.8,99.9,0.006,0.007,175.4,0.019,
2018-12-18 08:00,12.57,28.31,100.0,0.006,0.009,194.5,0.031,
2018-12-18 07:00,12.58,28.19,99.9,0.006,0.009,189.8,0.031,
2018-12-18 06:00,12.58,27.94,99.9,0.006,0.009,186.2,0.031,
2018-12-18 05:00,12.58,28.19,99.9,0.006,0.009,192.5,0.037,
2018-12-18 04:00,12.58,27.82,99.9,0.006,0.012,189.5,0.031,
2018-12-18 03:00,12.58,28.19,99.9,0.006,0.009,186.8,0.025,
2018-12-18 02:00,12.59,28.31,99.9,0.006,0.014,186.8,0.05,
2018-12-18 01:00,12.58,28.19,100.0,0.006,0.008,187.6,0.019,
2018-12-18 00:00,12.58,28.06,99.9,0.006,0.009,176.5,0.043,
2018-12-17 23:00,12.58,27.57,99.9,0.006,0.016,172.0,0.081,
2018-12-17 22:00,12.58,26.96,99.9,0.006,0.012,170.1,0.031,
2018-12-17 21:00,12.59,26.59,99.9,0.006,0.01,164.6,0.031,
2018-12-17 20:00,12.59,25.86,99.9,0.006,0.009,161.8,0.031,
2018-12-17 19:00,12.59,25.98,99.9,0.006,0.01,155.7,0.031,
2018-12-17 18:00,12.59,26.59,100.0,0.006,0.01,153.3,0.025,
2018-12-17 17:00,12.59,27.08,100.0,0.006,0.009,154.2,0.025,
2018-12-17 16:00,12.6,27.2,99.9,0.006,0.007,146.3,0.019,
2018-12-17 15:00,12.61,28.19,99.9,0.006,0.007,159.3,0.012,
2018-12-17 14:00,12.61,28.8,99.9,0.006,0.008,168.6,0.025,
2018-12-17 13:00,12.63,29.04,99.9,0.006,0.007,173.9,0.012,
