Date/Time (PST),""" - 2700' - Berne",""" - 3950' - Stevens Pass - Schmidt Haus",""" - 4790' - Stevens Pass - Grace Lakes",""" - 4800' - Stevens Pass - Brooks Precipitation"
2019-03-17 22:00,40.59,77.1,104.9,100.8
2019-03-17 21:00,41.64,77.2,105.3,101.1
2019-03-17 20:00,41.39,77.3,105.2,100.6
2019-03-17 19:00,40.87,77.1,104.9,101.0
2019-03-17 18:00,41.2,77.4,105.5,100.9
2019-03-17 17:00,41.61,77.4,105.5,101.1
2019-03-17 16:00,41.54,77.3,105.5,100.0
2019-03-17 15:00,41.87,76.9,105.2,101.1
2019-03-17 14:00,42.2,76.5,105.6,101.2
2019-03-17 13:00,41.81,76.8,105.0,101.5
2019-03-17 12:00,41.08,76.9,105.5,101.7
2019-03-17 11:00,41.8,77.1,106.3,102.7
2019-03-17 10:00,41.98,78.3,106.3,102.4
2019-03-17 09:00,42.1,78.7,106.4,102.9
2019-03-17 08:00,160.5,78.7,106.5,102.8
2019-03-17 07:00,160.5,78.5,106.7,103.4
2019-03-17 06:00,160.7,79.1,106.5,103.6
2019-03-17 05:00,42.87,78.7,106.6,103.4
2019-03-17 04:00,42.94,78.7,106.8,103.2
2019-03-17 03:00,42.94,78.7,106.8,103.4
2019-03-17 02:00,43.01,78.8,106.8,103.3
2019-03-17 01:00,43.07,78.7,106.8,103.2
2019-03-17 00:00,42.94,78.9,106.8,103.5
2019-03-16 23:00,43.01,78.9,106.8,103.7
2019-03-16 22:00,43.16,79.0,106.9,103.9
2019-03-16 21:00,42.89,78.8,106.9,103.4
2019-03-16 20:00,43.16,78.9,106.9,103.4
2019-03-16 19:00,42.9,79.0,107.1,103.3
2019-03-16 18:00,42.7,79.0,106.9,103.7
2019-03-16 17:00,42.59,79.1,107.0,103.7
2019-03-16 16:00,42.33,79.2,106.7,103.5
2019-03-16 15:00,42.99,79.2,106.8,104.2
2019-03-16 14:00,43.37,79.2,106.5,104.5
2019-03-16 13:00,43.18,79.1,106.3,104.7
2019-03-16 12:00,43.24,78.9,106.9,104.7
2019-03-16 11:00,43.81,79.4,107.1,104.7
2019-03-16 10:00,44.01,79.9,107.0,104.7
2019-03-16 09:00,44.18,79.9,107.3,104.8
2019-03-16 08:00,44.56,80.2,107.3,104.9
2019-03-16 07:00,160.5,80.2,107.4,104.7
2019-03-16 06:00,44.23,80.4,107.5,105.2
2019-03-16 05:00,44.36,80.4,107.2,105.2
2019-03-16 04:00,44.69,80.4,107.5,105.3
2019-03-16 03:00,44.76,80.4,107.4,105.2
2019-03-16 02:00,44.82,80.4,107.6,105.1
2019-03-16 01:00,44.82,80.3,107.5,104.9
2019-03-16 00:00,44.9,80.3,107.5,105.3
2019-03-15 23:00,44.77,80.5,107.4,105.3
2019-03-15 22:00,44.78,80.4,107.8,105.2
2019-03-15 21:00,44.73,80.6,107.4,105.6
2019-03-15 20:00,44.6,80.5,107.5,105.4
2019-03-15 19:00,44.73,80.6,107.6,105.5
2019-03-15 18:00,44.67,80.3,107.7,105.6
2019-03-15 17:00,44.81,80.4,107.6,105.5
2019-03-15 16:00,44.42,80.3,107.5,104.7
2019-03-15 15:00,44.36,80.0,107.6,105.0
2019-03-15 14:00,44.68,79.6,107.7,105.6
2019-03-15 13:00,44.88,79.5,107.2,105.8
2019-03-15 12:00,44.95,80.8,107.3,107.0
2019-03-15 11:00,44.81,81.4,107.7,106.8
2019-03-15 10:00,45.51,82.7,107.6,107.9
2019-03-15 09:00,45.84,82.8,107.9,108.2
2019-03-15 08:00,46.02,82.8,108.1,108.5
2019-03-15 07:00,46.28,83.0,108.2,108.7
2019-03-15 06:00,46.28,83.1,108.4,108.7
2019-03-15 05:00,46.28,83.0,108.5,108.6
2019-03-15 04:00,46.28,83.1,108.5,108.8
2019-03-15 03:00,46.28,83.2,108.5,108.8
2019-03-15 02:00,46.35,83.0,108.5,108.9
2019-03-15 01:00,46.35,83.2,108.2,108.7
2019-03-15 00:00,46.28,83.3,108.3,109.0
2019-03-14 23:00,46.35,83.4,108.6,109.1
2019-03-14 22:00,46.29,83.4,108.7,108.8
2019-03-14 21:00,46.17,83.5,108.7,109.0
2019-03-14 20:00,46.36,83.4,108.9,109.0
2019-03-14 19:00,46.36,83.4,108.7,109.1
2019-03-14 18:00,46.1,83.4,108.8,109.2
2019-03-14 17:00,45.93,83.0,108.6,109.0
2019-03-14 16:00,46.13,82.9,108.7,108.8
2019-03-14 15:00,45.73,82.6,108.7,109.1
2019-03-14 14:00,46.39,82.6,108.8,108.1
2019-03-14 13:00,45.87,82.2,109.1,108.8
2019-03-14 12:00,45.66,82.4,109.0,108.1
2019-03-14 11:00,45.91,82.8,109.3,109.4
2019-03-14 10:00,46.36,83.7,109.5,109.4
2019-03-14 09:00,46.33,84.3,109.7,109.8
2019-03-14 08:00,46.65,84.2,109.8,110.2
2019-03-14 07:00,46.85,84.6,109.9,110.3
2019-03-14 06:00,46.85,84.6,110.0,110.3
2019-03-14 05:00,46.85,84.5,110.0,110.3
2019-03-14 04:00,46.85,84.6,110.0,110.5
2019-03-14 03:00,46.72,84.7,110.2,110.1
2019-03-14 02:00,46.85,84.8,110.1,110.1
2019-03-14 01:00,46.92,84.7,110.1,110.3
2019-03-14 00:00,47.0,84.5,110.0,110.7
2019-03-13 23:00,46.93,84.8,110.2,110.0
2019-03-13 22:00,46.94,84.9,110.2,110.5
2019-03-13 21:00,46.81,84.9,110.2,110.3
2019-03-13 20:00,46.82,84.9,110.4,110.5
2019-03-13 19:00,46.95,84.8,110.4,110.4
2019-03-13 18:00,46.63,84.9,110.3,110.6
2019-03-13 17:00,46.56,84.7,110.0,110.2
2019-03-13 16:00,46.82,84.5,110.2,110.7
2019-03-13 15:00,46.43,84.6,110.2,110.6
2019-03-13 14:00,46.76,84.5,110.2,110.6
2019-03-13 13:00,46.89,84.8,110.2,110.9
2019-03-13 12:00,46.63,85.1,110.5,110.8
2019-03-13 11:00,47.02,85.5,110.4,111.0
2019-03-13 10:00,47.02,85.6,110.3,110.9
2019-03-13 09:00,46.94,86.1,110.8,111.0
2019-03-13 08:00,46.93,86.6,110.9,110.9
2019-03-13 07:00,160.5,86.6,110.9,110.9
2019-03-13 06:00,46.35,86.8,111.5,111.3
2019-03-13 05:00,46.74,86.8,111.6,111.2
2019-03-13 04:00,46.94,87.0,111.7,111.4
2019-03-13 03:00,46.81,86.6,111.5,110.7
2019-03-13 02:00,46.67,86.0,110.9,110.3
2019-03-13 01:00,46.48,86.4,110.0,108.9
2019-03-13 00:00,46.93,86.8,110.6,111.0
2019-03-12 23:00,47.0,86.4,111.6,111.1
2019-03-12 22:00,47.07,86.3,111.4,111.4
2019-03-12 21:00,47.07,86.5,111.8,111.4
2019-03-12 20:00,47.02,86.0,110.3,110.4
2019-03-12 19:00,47.02,85.5,111.3,110.6
2019-03-12 18:00,47.15,86.5,110.9,111.5
2019-03-12 17:00,47.35,86.4,110.0,110.2
2019-03-12 16:00,45.45,86.6,111.5,110.8
2019-03-12 15:00,46.76,85.9,109.9,111.1
2019-03-12 14:00,46.56,85.2,111.0,110.7
2019-03-12 13:00,47.35,85.1,110.5,111.0
2019-03-12 12:00,47.48,84.7,110.0,109.7
2019-03-12 11:00,48.0,84.7,109.6,110.7
2019-03-12 10:00,47.59,85.1,109.4,109.5
2019-03-12 09:00,47.9,84.5,110.0,109.9
2019-03-12 08:00,46.72,84.3,109.1,109.0
2019-03-12 07:00,48.49,84.5,108.4,109.0
2019-03-12 06:00,47.83,84.7,102.8,107.9
2019-03-12 05:00,48.62,84.4,108.4,108.6
2019-03-12 04:00,46.85,83.9,108.0,107.5
2019-03-12 03:00,47.44,83.2,107.7,108.2
2019-03-12 02:00,46.92,83.0,107.5,107.9
2019-03-12 01:00,47.31,82.4,107.1,107.5
2019-03-12 00:00,46.72,82.2,107.1,107.0
2019-03-11 23:00,46.67,81.9,106.8,106.1
2019-03-11 22:00,45.43,81.6,106.5,106.3
2019-03-11 21:00,46.08,81.2,104.6,105.7
2019-03-11 20:00,46.35,80.6,105.2,106.1
2019-03-11 19:00,46.3,80.5,105.6,105.9
2019-03-11 18:00,46.17,80.6,105.9,105.8
2019-03-11 17:00,46.04,80.6,105.6,105.9
2019-03-11 16:00,45.97,80.5,105.8,105.8
2019-03-11 15:00,45.84,80.2,105.7,105.7
2019-03-11 14:00,45.84,80.4,105.9,105.8
2019-03-11 13:00,45.71,80.1,105.7,105.8
2019-03-11 12:00,45.64,80.2,105.8,105.9
2019-03-11 11:00,45.31,80.4,106.1,104.9
2019-03-11 10:00,45.36,81.0,106.3,105.7
2019-03-11 09:00,45.47,81.4,106.5,105.5
2019-03-11 08:00,46.31,81.2,106.8,106.6
2019-03-11 07:00,46.18,81.4,106.8,105.8
2019-03-11 06:00,46.25,81.4,106.9,105.9
2019-03-11 05:00,46.39,81.5,106.9,106.8
2019-03-11 04:00,46.33,81.5,106.9,105.3
2019-03-11 03:00,46.33,81.6,106.9,105.8
2019-03-11 02:00,46.46,81.5,107.0,106.5
2019-03-11 01:00,46.33,81.5,106.9,105.8
2019-03-11 00:00,46.33,81.5,107.0,106.0
2019-03-10 23:00,46.59,81.6,107.0,105.9
2019-03-10 22:00,46.33,81.6,107.0,105.9
2019-03-10 21:00,46.33,81.6,107.2,105.8
2019-03-10 20:00,46.48,81.6,106.9,106.0
2019-03-10 19:00,46.49,81.4,107.1,105.9
2019-03-10 18:00,46.1,81.5,107.1,106.0
2019-03-10 17:00,46.23,81.6,107.0,105.8
2019-03-10 16:00,45.84,81.4,107.0,105.7
2019-03-10 15:00,46.19,81.4,106.8,106.1
2019-03-10 14:00,46.06,80.8,106.5,105.8
2019-03-10 13:00,45.92,80.2,105.9,106.0
2019-03-10 12:00,45.45,80.4,107.2,106.3
2019-03-10 11:00,45.05,81.2,107.2,106.3
2019-03-10 10:00,45.74,82.3,107.0,105.2
2019-03-10 09:00,45.86,82.2,107.5,106.6
2019-03-10 08:00,46.5,82.4,107.7,107.2
2019-03-10 07:00,46.63,82.6,107.7,106.7
2019-03-10 06:00,46.63,82.6,107.7,107.5
2019-03-10 05:00,46.63,82.6,107.9,107.6
2019-03-10 04:00,46.63,82.6,107.7,107.6
2019-03-10 03:00,46.63,82.6,107.7,106.9
2019-03-10 02:00,46.78,82.6,107.9,106.5
2019-03-10 00:00,46.78,82.8,107.8,106.8
2019-03-09 23:00,46.78,82.6,107.5,106.6
2019-03-09 22:00,46.73,82.7,107.7,107.3
2019-03-09 21:00,46.8,82.6,107.7,106.6
2019-03-09 20:00,46.93,82.8,107.8,106.9
2019-03-09 19:00,46.94,82.8,107.8,106.2
2019-03-09 18:00,46.69,82.8,107.7,106.4
2019-03-09 17:00,46.69,82.8,107.7,106.7
2019-03-09 16:00,46.5,82.6,107.8,106.9
2019-03-09 15:00,46.36,82.4,106.7,107.7
2019-03-09 14:00,46.43,82.4,107.3,107.4
2019-03-09 13:00,46.37,81.2,106.6,107.8
2019-03-09 12:00,45.91,81.9,107.7,109.0
2019-03-09 11:00,45.7,82.9,108.4,109.3
2019-03-09 10:00,46.33,83.6,108.2,109.5
2019-03-09 09:00,46.37,83.7,108.7,109.8
2019-03-09 08:00,46.83,83.6,108.4,110.3
2019-03-09 07:00,47.22,83.6,108.6,109.9
2019-03-09 06:00,47.35,83.6,108.4,110.6
2019-03-09 05:00,46.96,83.2,108.7,110.4
2019-03-09 04:00,46.96,83.6,108.8,110.6
2019-03-09 03:00,46.96,83.1,109.0,110.6
2019-03-09 02:00,46.9,84.1,108.8,110.3
2019-03-09 01:00,46.98,83.5,109.1,110.3
2019-03-09 00:00,46.92,83.9,109.0,110.8
2019-03-08 23:00,47.44,83.0,108.9,110.6
2019-03-08 22:00,47.18,84.0,108.9,110.8
2019-03-08 21:00,47.13,84.1,109.1,110.8
2019-03-08 20:00,46.74,83.7,109.4,111.1
2019-03-08 19:00,47.08,83.3,109.3,111.1
2019-03-08 18:00,47.02,82.1,109.6,111.1
2019-03-08 17:00,46.76,84.4,109.5,110.8
2019-03-08 16:00,47.22,84.3,109.5,110.7
2019-03-08 15:00,46.82,84.5,109.5,110.7
2019-03-08 14:00,47.08,83.8,109.2,109.9
2019-03-08 13:00,46.82,84.3,108.9,110.6
2019-03-08 12:00,46.63,83.9,108.7,111.1
2019-03-08 11:00,46.89,84.2,108.7,111.4
2019-03-08 10:00,46.75,84.5,109.1,111.3
2019-03-08 09:00,46.92,85.1,109.4,112.0
2019-03-08 08:00,47.37,84.8,109.5,111.8
2019-03-08 07:00,47.37,85.4,109.9,112.2
2019-03-08 06:00,47.37,85.5,109.8,112.0
2019-03-08 05:00,47.18,85.9,110.2,112.2
2019-03-08 04:00,47.18,85.8,110.3,112.5
2019-03-08 03:00,47.12,85.7,110.2,112.5
2019-03-08 02:00,46.93,85.9,110.3,112.4
2019-03-08 01:00,46.34,85.9,110.5,112.3
2019-03-08 00:00,46.74,86.1,110.0,112.1
2019-03-07 23:00,46.93,86.1,110.0,112.3
2019-03-07 22:00,46.81,86.3,110.6,111.6
2019-03-07 21:00,47.0,86.5,110.0,112.8
2019-03-07 20:00,46.48,86.4,110.4,111.3
2019-03-07 19:00,46.68,86.2,111.9,112.7
2019-03-07 18:00,47.08,85.7,111.0,112.0
2019-03-07 17:00,47.02,85.9,111.6,112.4
2019-03-07 16:00,46.89,85.4,111.2,111.1
2019-03-07 15:00,46.69,84.3,108.7,111.5
2019-03-07 14:00,47.15,83.0,108.9,110.3
2019-03-07 13:00,46.89,83.5,108.7,110.2
2019-03-07 12:00,47.08,84.1,109.4,110.8
2019-03-07 11:00,46.36,82.0,108.8,110.3
2019-03-07 10:00,47.01,83.6,108.7,110.4
2019-03-07 09:00,47.4,83.5,108.8,110.7
2019-03-07 08:00,47.52,82.8,108.6,110.5
2019-03-07 07:00,47.52,83.4,108.2,110.0
2019-03-07 06:00,47.52,83.2,108.2,108.9
2019-03-07 05:00,47.46,79.6,107.8,106.8
2019-03-07 04:00,47.46,81.8,107.3,108.5
2019-03-07 03:00,47.47,82.6,106.8,108.9
2019-03-07 02:00,45.96,82.6,107.8,109.7
2019-03-07 01:00,45.7,81.4,107.2,108.1
2019-03-07 00:00,46.42,81.9,105.8,108.1
2019-03-06 23:00,46.55,82.2,107.0,108.0
2019-03-06 22:00,47.27,82.2,106.0,108.4
2019-03-06 21:00,47.13,82.3,106.0,108.3
2019-03-06 20:00,46.55,82.2,106.9,107.9
2019-03-06 19:00,46.3,82.1,106.4,108.5
2019-03-06 18:00,46.56,80.5,106.4,108.3
2019-03-06 17:00,46.76,81.9,106.4,107.1
2019-03-06 16:00,46.89,81.6,105.9,107.5
2019-03-06 15:00,46.82,81.3,106.1,107.8
2019-03-06 14:00,47.02,80.8,104.8,106.1
2019-03-06 13:00,46.69,80.5,104.8,106.3
2019-03-06 12:00,46.76,80.6,104.6,105.9
2019-03-06 11:00,47.02,80.8,104.8,105.9
2019-03-06 10:00,47.07,80.8,105.1,106.0
2019-03-06 09:00,47.27,80.9,105.4,106.0
2019-03-06 08:00,47.0,80.9,105.5,106.1
2019-03-06 07:00,46.93,81.0,105.5,106.1
2019-03-06 06:00,46.8,81.1,105.7,106.4
2019-03-06 05:00,46.98,81.2,105.6,106.2
2019-03-06 04:00,46.98,81.0,105.7,106.3
2019-03-06 03:00,46.98,81.2,105.8,106.2
2019-03-06 02:00,46.98,81.4,105.8,106.2
2019-03-06 01:00,46.98,81.4,105.8,106.3
2019-03-06 00:00,47.25,81.4,105.6,106.0
2019-03-05 23:00,47.07,81.2,105.9,106.2
2019-03-05 22:00,47.32,81.3,105.9,106.2
2019-03-05 21:00,47.33,81.5,105.9,106.2
2019-03-05 20:00,47.33,81.4,106.0,106.2
2019-03-05 19:00,47.33,81.4,106.0,106.2
2019-03-05 18:00,47.52,81.4,106.0,106.2
2019-03-05 17:00,47.46,81.3,105.9,106.3
2019-03-05 16:00,47.47,81.3,106.1,105.6
2019-03-05 15:00,47.21,81.2,106.0,105.6
2019-03-05 14:00,47.35,81.0,105.8,105.7
2019-03-05 13:00,47.15,81.1,105.9,106.0
2019-03-05 12:00,46.94,80.9,106.1,106.0
2019-03-05 11:00,47.26,80.6,105.8,106.1
2019-03-05 10:00,47.66,81.3,106.0,106.4
2019-03-05 09:00,47.59,81.5,106.3,106.2
2019-03-05 08:00,47.71,81.6,106.4,106.6
2019-03-05 07:00,47.77,81.9,106.4,106.5
2019-03-05 06:00,47.83,81.7,106.5,106.7
2019-03-05 05:00,47.9,82.0,106.5,106.5
2019-03-05 04:00,47.9,81.9,106.5,106.7
2019-03-05 03:00,48.16,81.7,106.5,106.5
2019-03-05 02:00,48.03,81.8,106.6,106.3
2019-03-05 01:00,48.09,82.1,106.8,106.5
2019-03-05 00:00,48.09,82.1,106.6,107.2
2019-03-04 23:00,47.9,82.0,106.6,105.6
2019-03-04 22:00,47.96,82.0,106.6,106.5
2019-03-04 21:00,47.9,81.7,106.8,107.4
2019-03-04 20:00,47.96,82.5,106.8,106.4
2019-03-04 19:00,48.09,81.9,106.9,107.6
2019-03-04 18:00,48.17,82.1,106.8,106.8
2019-03-04 17:00,47.92,82.1,107.0,106.4
2019-03-04 16:00,47.98,82.1,106.7,106.0
2019-03-04 15:00,47.79,82.1,106.7,106.0
2019-03-04 14:00,47.86,81.7,106.4,106.0
2019-03-04 13:00,47.59,81.2,105.9,106.3
2019-03-04 12:00,47.66,81.3,106.4,106.5
2019-03-04 11:00,47.96,82.0,106.8,106.5
2019-03-04 10:00,47.82,82.6,106.7,106.7
2019-03-04 09:00,48.1,82.7,107.0,107.2
2019-03-04 08:00,48.36,82.5,107.1,107.4
2019-03-04 07:00,48.5,82.8,106.9,107.6
2019-03-04 06:00,48.43,82.7,106.9,107.8
2019-03-04 05:00,48.39,82.9,107.1,107.0
2019-03-04 04:00,48.4,82.9,107.0,107.6
2019-03-04 03:00,48.14,82.9,107.1,107.6
2019-03-04 02:00,48.53,82.8,106.9,107.3
2019-03-04 01:00,48.53,82.9,107.3,107.9
2019-03-04 00:00,48.53,82.9,107.1,107.7
2019-03-03 23:00,48.66,82.8,107.3,107.6
2019-03-03 22:00,48.54,83.2,107.3,107.7
2019-03-03 21:00,48.49,83.2,107.0,107.6
2019-03-03 20:00,48.75,82.9,107.2,107.6
2019-03-03 19:00,48.42,83.2,107.3,107.6
2019-03-03 18:00,48.68,83.1,107.3,107.8
2019-03-03 17:00,48.42,83.1,107.2,107.8
2019-03-03 16:00,48.44,82.9,107.3,106.8
2019-03-03 15:00,48.11,82.9,107.3,107.0
2019-03-03 14:00,48.38,82.9,106.9,106.0
2019-03-03 13:00,48.11,82.5,106.3,107.8
2019-03-03 12:00,48.25,82.0,107.1,107.7
2019-03-03 11:00,47.98,82.8,107.2,108.1
2019-03-03 10:00,47.83,82.9,107.2,108.1
2019-03-03 09:00,48.42,83.2,107.4,108.6
2019-03-03 08:00,48.49,83.3,107.4,108.7
2019-03-03 07:00,48.62,83.4,107.6,108.4
2019-03-03 06:00,48.49,83.3,107.7,108.7
2019-03-03 05:00,48.62,83.5,107.7,108.6
2019-03-03 04:00,48.55,83.6,107.7,108.6
2019-03-03 03:00,48.55,83.5,107.9,108.7
2019-03-03 02:00,48.55,83.5,108.0,108.0
2019-03-03 01:00,48.62,83.6,108.3,108.2
2019-03-03 00:00,48.42,83.5,108.4,108.4
2019-03-02 23:00,48.81,83.7,108.4,108.2
2019-03-02 22:00,48.94,83.7,108.4,108.6
2019-03-02 21:00,48.95,83.9,108.4,108.8
2019-03-02 20:00,49.02,83.7,108.4,109.0
2019-03-02 19:00,49.09,83.8,108.5,108.7
2019-03-02 18:00,49.03,83.8,108.5,109.0
2019-03-02 17:00,48.91,83.7,108.5,109.1
2019-03-02 16:00,48.84,83.6,108.4,108.7
2019-03-02 15:00,48.51,83.6,108.3,109.1
2019-03-02 14:00,48.44,83.8,108.0,109.1
2019-03-02 13:00,48.58,83.7,108.3,109.1
2019-03-02 12:00,48.97,83.7,108.3,109.2
2019-03-02 11:00,48.83,83.9,108.4,109.3
2019-03-02 10:00,48.94,83.9,108.1,109.3
2019-03-02 09:00,47.96,84.0,108.3,109.3
2019-03-02 08:00,48.74,84.1,108.6,109.6
2019-03-02 07:00,49.0,84.4,108.7,109.7
2019-03-02 06:00,49.0,84.6,108.7,109.6
2019-03-02 05:00,48.99,84.4,109.0,109.6
2019-03-02 04:00,49.12,84.4,109.0,109.6
2019-03-02 03:00,48.99,84.6,108.9,109.8
2019-03-02 02:00,49.19,84.5,109.0,109.7
2019-03-02 01:00,49.21,84.6,109.1,109.8
2019-03-02 00:00,49.21,84.6,109.1,109.4
2019-03-01 23:00,49.27,84.6,109.4,109.8
2019-03-01 22:00,49.15,84.8,109.2,110.0
2019-03-01 21:00,49.22,84.7,109.6,110.0
2019-03-01 20:00,49.03,84.9,109.4,110.0
2019-03-01 19:00,49.24,84.9,109.5,110.2
2019-03-01 18:00,48.98,84.6,109.5,110.0
2019-03-01 17:00,49.05,84.8,109.4,110.0
2019-03-01 16:00,48.92,84.8,109.4,109.9
2019-03-01 15:00,48.79,84.6,109.3,109.9
2019-03-01 14:00,48.65,84.5,109.1,109.7
2019-03-01 13:00,48.65,84.8,109.2,109.8
2019-03-01 12:00,48.78,84.5,109.6,109.7
2019-03-01 11:00,48.55,85.0,109.4,109.0
2019-03-01 10:00,48.62,85.0,109.6,109.3
2019-03-01 09:00,49.07,85.3,109.9,110.1
2019-03-01 08:00,48.93,85.3,110.3,110.1
2019-03-01 07:00,49.07,85.3,110.2,110.2
2019-03-01 06:00,49.14,85.4,110.3,110.1
2019-03-01 05:00,49.21,85.6,110.3,109.7
2019-03-01 04:00,49.01,85.4,110.3,109.6
2019-03-01 03:00,49.21,85.6,110.5,109.8
2019-03-01 02:00,49.4,85.7,110.3,110.0
2019-03-01 01:00,49.4,85.6,110.6,110.2
2019-03-01 00:00,49.4,85.6,110.4,110.0
2019-02-28 23:00,49.6,85.7,110.4,110.1
2019-02-28 22:00,49.53,85.4,110.0,110.4
2019-02-28 21:00,49.66,85.7,110.5,110.1
2019-02-28 20:00,49.75,85.8,111.0,110.5
2019-02-28 19:00,49.69,85.6,111.0,110.3
2019-02-28 18:00,49.63,85.7,111.3,110.6
2019-02-28 17:00,49.44,85.6,111.2,110.6
2019-02-28 16:00,49.05,85.6,111.0,110.5
2019-02-28 15:00,49.11,85.6,111.1,110.1
2019-02-28 14:00,49.44,84.5,111.0,110.4
2019-02-28 13:00,49.18,84.1,110.1,111.1
2019-02-28 12:00,48.98,84.0,111.7,111.9
2019-02-28 11:00,47.93,85.8,111.8,112.2
2019-02-28 10:00,49.54,86.5,112.1,113.4
2019-02-28 09:00,49.93,86.6,112.4,114.1
2019-02-28 08:00,50.06,86.5,112.7,113.1
2019-02-28 07:00,49.21,86.9,112.7,114.3
2019-02-28 06:00,49.4,87.1,112.8,114.2
2019-02-28 05:00,49.4,86.8,112.9,113.7
2019-02-28 04:00,49.08,86.5,112.9,114.1
2019-02-28 03:00,49.4,87.2,113.0,113.5
2019-02-28 02:00,48.55,87.3,113.2,113.5
2019-02-28 01:00,48.68,87.3,113.2,113.7
2019-02-28 00:00,49.86,87.5,113.2,113.7
2019-02-27 23:00,48.94,86.2,110.6,114.1
2019-02-27 22:00,48.89,87.7,112.7,114.3
2019-02-27 21:00,50.46,87.1,112.1,113.6
2019-02-27 20:00,50.08,86.7,111.6,113.2
2019-02-27 19:00,50.08,86.0,110.9,111.4
2019-02-27 18:00,49.95,84.9,110.2,111.3
2019-02-27 17:00,49.95,85.0,110.4,112.0
2019-02-27 16:00,49.82,84.9,109.9,112.1
2019-02-27 15:00,49.88,84.9,109.7,112.2
2019-02-27 14:00,50.09,84.8,109.7,112.2
2019-02-27 13:00,49.88,84.2,109.2,112.2
2019-02-27 12:00,49.62,84.8,109.6,112.0
2019-02-27 11:00,49.81,85.2,109.4,112.4
2019-02-27 10:00,49.47,85.1,109.9,112.5
2019-02-27 09:00,50.19,85.4,111.1,112.4
2019-02-27 08:00,50.71,85.4,111.4,112.5
2019-02-27 07:00,50.58,85.6,111.5,112.5
2019-02-27 06:00,50.25,85.8,111.5,112.7
2019-02-27 05:00,51.17,85.6,111.5,112.5
2019-02-27 04:00,50.84,85.9,111.8,112.6
2019-02-27 03:00,51.1,85.9,111.9,113.3
2019-02-27 02:00,51.43,86.0,111.9,113.1
2019-02-27 01:00,51.56,86.1,111.9,112.9
2019-02-27 00:00,51.56,86.2,111.9,113.5
2019-02-26 23:00,51.37,86.4,112.0,113.3
2019-02-26 22:00,51.82,86.3,112.2,113.7
2019-02-26 21:00,52.02,86.2,112.2,113.8
2019-02-26 20:00,51.69,86.6,112.2,114.2
2019-02-26 19:00,52.22,86.7,112.2,113.8
2019-02-26 18:00,52.02,86.6,112.3,114.1
2019-02-26 17:00,52.03,86.6,112.2,113.5
2019-02-26 16:00,52.56,86.7,112.3,114.0
2019-02-26 15:00,52.17,86.6,112.2,114.1
2019-02-26 14:00,52.31,86.7,112.1,113.7
2019-02-26 13:00,52.23,86.6,112.2,113.6
2019-02-26 12:00,52.35,87.1,112.0,113.4
2019-02-26 11:00,52.41,87.1,112.0,113.7
2019-02-26 10:00,52.02,87.0,112.1,113.2
2019-02-26 09:00,52.15,87.0,112.3,113.3
2019-02-26 08:00,52.54,86.8,112.4,113.1
2019-02-26 07:00,52.28,87.2,112.4,113.5
2019-02-26 06:00,52.41,87.1,112.3,114.1
2019-02-26 05:00,52.15,87.3,112.5,113.8
2019-02-26 04:00,52.15,87.3,112.7,114.3
2019-02-26 03:00,52.41,87.5,112.5,114.5
2019-02-26 02:00,52.81,87.3,112.8,114.5
2019-02-26 01:00,53.13,87.5,113.1,114.6
2019-02-26 00:00,53.2,87.7,112.8,114.7
2019-02-25 23:00,53.13,87.6,112.9,114.9
2019-02-25 22:00,53.0,87.7,112.9,114.8
2019-02-25 21:00,53.13,87.7,111.0,114.6
2019-02-25 20:00,53.21,87.8,113.2,114.9
2019-02-25 19:00,53.35,87.9,113.3,114.9
2019-02-25 18:00,53.22,88.1,113.3,115.2
2019-02-25 17:00,53.22,87.9,113.3,115.4
2019-02-25 16:00,53.29,87.9,113.2,115.2
2019-02-25 15:00,53.09,87.8,113.2,115.3
2019-02-25 14:00,53.36,87.9,113.2,115.4
2019-02-25 13:00,53.28,87.9,113.3,115.2
2019-02-25 12:00,53.49,88.1,113.5,115.4
2019-02-25 11:00,53.74,88.3,113.4,115.5
2019-02-25 10:00,53.47,88.3,113.7,115.6
2019-02-25 09:00,53.98,88.5,113.8,115.7
2019-02-25 08:00,54.18,88.6,113.8,115.7
2019-02-25 07:00,54.31,88.6,114.1,115.7
2019-02-25 06:00,53.97,88.9,114.1,115.9
2019-02-25 05:00,54.16,89.0,114.2,116.3
2019-02-25 04:00,54.29,89.1,113.9,116.0
2019-02-25 03:00,54.42,89.2,113.9,116.2
2019-02-25 02:00,54.42,89.4,113.9,116.5
2019-02-25 01:00,54.62,89.4,114.2,116.6
2019-02-25 00:00,54.49,89.4,113.9,116.6
2019-02-24 23:00,54.51,89.2,114.1,116.6
2019-02-24 22:00,54.64,89.6,114.2,116.8
2019-02-24 21:00,54.44,89.6,114.3,117.0
2019-02-24 20:00,54.71,89.8,114.4,116.4
2019-02-24 19:00,54.72,89.9,113.8,117.3
2019-02-24 18:00,54.67,89.9,114.5,117.1
2019-02-24 17:00,55.07,89.9,114.4,117.0
2019-02-24 16:00,54.67,89.9,114.2,116.9
2019-02-24 15:00,54.94,90.0,114.6,117.0
2019-02-24 14:00,54.8,89.9,114.6,116.9
2019-02-24 13:00,55.19,90.0,114.9,117.0
2019-02-24 12:00,55.38,90.0,114.7,117.0
